88.208.41.216	1762330799	Ali01	#E5E5E5	#191919	54
62.85.36.247	1762332714	Loreta	#F5FFFA	#BDFCC9	70
93.177.199.84	1762332715	Aleksandrs	#FF7F7F	#99FF7F	3
88.208.41.216	1762332716	hey	#07EB1D	#CB00D6	0
81.198.67.29	1762332717	Baiba	#DF00FF	#FF00FF	86
62.85.36.247	1762332717	Loreta	#FFFFFF	#000000	0
80.89.73.13	1762332718	Di	#F5FFFA	#BDFCC9	40
88.208.41.216	1762332719	Paula	#5B994C	#CC8214	60
88.208.41.216	1762332720	hey	#999999	#666666	90
81.198.67.29	1762332721	Baiba	#661445	#E52D9C	81
93.177.199.84	1762332722	Aleksandrs	#B7410E	#FF7F50	60
85.255.31.248	1762332723	Jeg	#191919	#E5E5E5	65
81.198.67.29	1762332723	Baiba	#2800CC	#9B8ECC	81
80.89.73.13	1762332724	Di	#A3BFCC	#008ECC	42
88.208.41.216	1762332725	Paula	#C0FF00	#FFBA00	40
81.198.67.29	1762332726	Baiba	#D2B48C	#964B00	80
80.89.73.13	1762332727	Di	#B2B2B2	#4C4C4C	44
118.232.107.74	1762332728	Amcc	#FFFDD0	#FFF8E7	64
62.85.36.247	1762332729	Loreta	#FFD700	#CC7722	62
93.177.199.84	1762332730	Aleksandrs	#CCCCCC	#333333	10
88.208.41.216	1762332730	Paula	#B2A0AB	#B22379	70
81.198.67.29	1762332731	Baiba	#FFD700	#0057B7	17
80.89.73.13	1762332731	Di	#E52D9C	#661445	60
118.232.107.74	1762332732	Amcc	#4C607F	#E52D9C	20
62.85.36.247	1762332733	Loreta	#008ECC	#A3BFCC	63
81.198.67.29	1762332734	Baiba	#00FFFF	#FF0000	38
80.89.73.13	1762332735	Di	#FF0000	#00FFFF	0
85.255.31.248	1762332735	Jeg	#E52D9C	#2D77E5	30
88.208.41.216	1762332735	Paula	#000080	#0F52BA	85
81.198.67.29	1762332736	Baiba	#1AF000	#0B09F2	36
118.232.107.74	1762332738	Amcc	#FF0000	#00FFFF	14
62.85.36.247	1762332738	Loreta	#000080	#0F52BA	69
93.177.199.84	1762332739	Aleksandrs	#964600	#964600	99
84.15.220.145	1762332740	Nikola	#CBFF00	#F4FFCC	0
81.198.67.29	1762332740	Baiba	#FFBA00	#C0FF00	50
88.208.41.216	1762332741	Paula	#E52D9C	#2D77E5	15
62.85.36.247	1762332742	Loreta	#5B92E5	#284166	71
118.232.107.74	1762332742	Amcc	#FFD700	#CC7722	44
84.15.220.145	1762332743	Nikola	#FFFFFF	#000000	0
81.198.67.29	1762332743	Baiba	#333333	#CCCCCC	60
80.89.73.13	1762332744	Di	#FFBA00	#C0FF00	28
85.255.31.248	1762332744	Jeg	#9B8ECC	#2800CC	25
62.85.36.247	1762332746	Loreta	#00FFFF	#FF0000	0
88.208.41.216	1762332746	Paula	#9AB973	#808000	75
81.198.67.29	1762332746	Baiba	#F4FFCC	#CBFF00	65
78.84.99.113	1762332746	Vlad	#00FFFF	#FF0000	0
84.15.220.145	1762332746	Nikola	#FF7F7F	#99FF7F	0
118.232.107.74	1762332746	Amcc	#11B252	#6BB287	77
93.177.199.84	1762332748	Aleksandrs	#99FF99	#40E0D0	35
80.89.73.13	1762332748	Di	#0B09F2	#1AF000	25
85.255.31.248	1762332748	Jeg	#5B994C	#CC8214	82
81.198.67.29	1762332748	Baiba	#333333	#CCCCCC	65
84.15.220.145	1762332751	Nikola	#9AB973	#808000	3
80.89.73.13	1762332751	Di	#964B00	#D2B48C	56
93.177.199.84	1762332751	Aleksandrs	#A3BFCC	#008ECC	25
85.255.31.248	1762332752	Jeg	#4C4C4C	#B2B2B2	74
81.198.67.29	1762332752	Baiba	#FFFFFF	#000000	0
118.232.107.74	1762332753	Amcc	#FFD700	#FFD700	100
85.255.31.248	1762332754	Jeg	#33240F	#CC923D	70
88.208.41.216	1762332754	Paula	#00005C	#002FA7	85
93.177.199.84	1762332757	Aleksandrs	#FF7F7F	#99FF7F	4
78.84.99.113	1762332757	Vlad	#000080	#0F52BA	50
88.208.41.216	1762332757	Paula	#494854	#ABF60D	0
80.89.73.13	1762332758	Di	#F0F0E6	#FAFAF0	86
81.198.67.29	1762332758	Baiba	#000080	#0F52BA	85
85.255.31.248	1762332759	Jeg	#BDFCC9	#F5FFFA	58
62.85.36.247	1762332761	Loreta	#964600	#964600	90
81.198.67.29	1762332762	Baiba	#7F5619	#E59C2D	92
80.89.73.13	1762332762	Di	#4016E5	#111110	56
78.84.99.113	1762332762	Vlad	#FFD700	#0057B7	0
93.177.199.84	1762332762	Aleksandrs	#11B252	#6BB287	80
88.208.41.216	1762332764	Paula	#0F52BA	#000080	85
118.232.107.74	1762332765	Amcc	#494854	#ABF60D	15
84.15.220.145	1762332766	Nikola	#11B252	#6BB287	13
80.89.73.13	1762332767	Di	#964B00	#D2B48C	44
85.255.31.248	1762332768	Jeg	#CC7722	#FFD700	60
62.85.36.247	1762332768	Loreta	#F4FFCC	#CBFF00	70
78.84.99.113	1762332769	Vlad	#111110	#4016E5	0
80.89.73.13	1762332770	Di	#FF7F7F	#99FF7F	23
81.198.67.29	1762332770	Baiba	#666666	#999999	93
118.232.107.74	1762332770	Amcc	#C3B091	#BDB76B	83
85.255.31.248	1762332772	Jeg	#F5FFFA	#BDFCC9	63
80.89.73.13	1762332773	Di	#E5FFE5	#001900	5
118.232.107.74	1762332773	Amcc	#CC8214	#5B994C	37
78.84.99.113	1762332773	Vlad	#C0FF00	#FFBA00	25
81.198.67.29	1762332774	Baiba	#14960A	#14960A	96
84.15.220.145	1762332774	Nikola	#111110	#4016E5	0
88.208.41.216	1762332775	Paula	#E6E6FA	#D8BFD8	85
62.85.36.247	1762332775	Loreta	#FF7F7F	#99FF7F	0
81.198.67.29	1762332776	Baiba	#FF0000	#00FFFF	50
118.232.107.74	1762332777	Amcc	#E6E6FA	#D8BFD8	77
62.85.36.247	1762332778	Loreta	#DF73FF	#C41E3A	62
81.198.67.29	1762332779	Baiba	#5B92E5	#284166	73
80.89.73.13	1762332779	Di	#07EB1D	#CB00D6	2
118.232.107.74	1762332779	Amcc	#B22379	#B2A0AB	65
78.84.99.113	1762332781	Vlad	#333333	#CCCCCC	50
81.198.67.29	1762332781	Baiba	#C3B091	#BDB76B	77
62.85.36.247	1762332781	Loreta	#002FA7	#00005C	83
84.15.220.145	1762332781	Nikola	#F0F0E6	#FAFAF0	74
118.232.107.74	1762332782	Amcc	#FFD700	#CC7722	15
80.89.73.13	1762332783	Di	#FA8072	#FFA07A	27
78.84.99.113	1762332784	Vlad	#B7410E	#FF7F50	75
81.198.67.29	1762332784	Baiba	#964B00	#D2B48C	83
80.89.73.13	1762332785	Di	#FF0000	#00FFFF	1
84.15.220.145	1762332785	Nikola	#000000	#FFFFFF	0
118.232.107.74	1762332786	Amcc	#11B252	#6BB287	82
62.85.36.247	1762332786	Loreta	#FFF8E7	#FFFDD0	80
93.177.199.84	1762332786	Aleksandrs	#99FF99	#40E0D0	50
78.84.99.113	1762332788	Vlad	#661445	#E52D9C	75
81.198.67.29	1762332789	Baiba	#964600	#964600	100
118.232.107.74	1762332789	Amcc	#4904E4	#B98602	16
80.89.73.13	1762332790	Di	#BDFCC9	#F5FFFA	56
84.15.220.145	1762332791	Nikola	#191919	#E5E5E5	11
93.177.199.84	1762332791	Aleksandrs	#004C1E	#00FF66	50
78.84.99.113	1762332791	Vlad	#111110	#4016E5	0
62.85.36.247	1762332792	Loreta	#1AF000	#0B09F2	68
85.255.31.248	1762332793	Jeg	#2800CC	#9B8ECC	50
118.232.107.74	1762332793	Amcc	#0057B7	#FFD700	14
80.89.73.13	1762332793	Di	#FF0000	#00FFFF	12
81.198.67.29	1762332794	Baiba	#99FF7F	#FF7F7F	50
85.255.31.248	1762332795	Jeg	#99FF7F	#FF7F7F	27
62.85.36.247	1762332796	Loreta	#E6E6FA	#D8BFD8	84
78.84.99.113	1762332797	Vlad	#FFA07A	#FA8072	75
81.198.67.29	1762332797	Baiba	#FFFDD0	#FFF8E7	90
84.15.220.145	1762332797	Nikola	#661445	#E52D9C	8
85.255.31.248	1762332798	Jeg	#F5FFFA	#BDFCC9	68
93.177.199.84	1762332798	Aleksandrs	#4904E4	#B98602	2
62.85.36.247	1762332799	Loreta	#FFFFFF	#000000	0
85.255.31.248	1762332800	Jeg	#40E0D0	#99FF99	67
78.84.99.113	1762332801	Vlad	#00005C	#002FA7	75
84.15.220.145	1762332802	Nikola	#333333	#CCCCCC	28
118.232.107.74	1762332802	Amcc	#F0F0E6	#FAFAF0	92
81.198.67.29	1762332802	Baiba	#FFD700	#FFD700	100
62.85.36.247	1762332803	Loreta	#4016E5	#111110	69
93.177.199.84	1762332804	Aleksandrs	#0F52BA	#000080	70
81.198.67.29	1762332805	Baiba	#99FF7F	#FF7F7F	50
118.232.107.74	1762332805	Amcc	#964B00	#D2B48C	27
81.198.67.29	1762332806	Baiba	#CC7722	#FFD700	50
118.232.107.74	1762332808	Amcc	#808000	#9AB973	75
84.15.220.145	1762332808	Nikola	#787878	#828282	92
93.177.199.84	1762332810	Aleksandrs	#E52D9C	#2D77E5	5
81.198.67.29	1762332810	Baiba	#0057B7	#FFD700	2
118.232.107.74	1762332811	Amcc	#00FFFF	#FF0000	24
62.85.36.247	1762332812	Loreta	#14960A	#14960A	100
81.198.67.29	1762332813	Baiba	#FF0000	#00FFFF	50
78.84.99.113	1762332814	Vlad	#CC923D	#33240F	10
84.15.220.145	1762332814	Nikola	#008ECC	#A3BFCC	5
93.177.199.84	1762332815	Aleksandrs	#CCCCCC	#333333	5
118.232.107.74	1762332815	Amcc	#494854	#ABF60D	36
88.208.41.216	1762332815	Paula	#FFD700	#FFD700	95
139.28.41.48	1762332815	ksk67	#B7410E	#FF7F50	50
62.85.36.247	1762332816	Loreta	#BDFCC9	#F5FFFA	73
81.198.67.29	1762332817	Baiba	#1AF000	#0B09F2	25
84.15.220.145	1762332818	Nikola	#F5FFFA	#BDFCC9	9
118.232.107.74	1762332819	Amcc	#000000	#FFFFFF	0
78.84.99.113	1762332819	Vlad	#F0F0E6	#FAFAF0	90
62.85.36.247	1762332819	Loreta	#284166	#5B92E5	79
84.15.220.145	1762332820	Nikola	#E52D9C	#2D77E5	0
93.177.199.84	1762332821	Aleksandrs	#14960A	#14960A	99
81.198.67.29	1762332821	Baiba	#B7410E	#FF7F50	78
118.232.107.74	1762332821	Amcc	#FF0000	#00FFFF	12
78.84.99.113	1762332823	Vlad	#E52D9C	#661445	50
84.15.220.145	1762332823	Nikola	#33240F	#CC923D	7
85.255.31.248	1762332824	Jeg	#F4FFCC	#CBFF00	62
62.85.36.247	1762332824	Loreta	#33240F	#CC923D	62
118.232.107.74	1762332826	Amcc	#4016E5	#111110	61
84.15.220.145	1762332827	Nikola	#B7410E	#FF7F50	25
139.28.41.48	1762332827	ksk67	#CC7722	#FFD700	35
93.177.199.84	1762332827	Aleksandrs	#0F52BA	#000080	80
81.198.67.29	1762332827	Baiba	#4016E5	#111110	77
62.85.36.247	1762332828	Loreta	#99FF7F	#FF7F7F	0
118.232.107.74	1762332828	Amcc	#9B8ECC	#2800CC	72
84.15.220.145	1762332829	Nikola	#A3BFCC	#008ECC	13
78.84.99.113	1762332829	Vlad	#0057B7	#FFD700	25
81.198.67.29	1762332832	Baiba	#B2B2B2	#4C4C4C	88
62.85.36.247	1762332833	Loreta	#11B252	#6BB287	68
84.15.220.145	1762332833	Nikola	#333333	#CCCCCC	28
118.232.107.74	1762332833	Amcc	#BDFCC9	#F5FFFA	87
93.177.199.84	1762332833	Aleksandrs	#C41E3A	#DF73FF	5
62.85.36.247	1762332835	Loreta	#B2A0AB	#B22379	72
81.198.67.29	1762332836	Baiba	#FFD700	#FFD700	100
118.232.107.74	1762332836	Amcc	#D8BFD8	#E6E6FA	89
78.84.99.113	1762332837	Vlad	#CCCCCC	#333333	25
62.85.36.247	1762332838	Loreta	#9AB973	#808000	80
209.206.7.41	1762332839	Kostiantyn	#FF7F50	#B7410E	30
81.198.67.29	1762332840	Baiba	#284166	#5B92E5	82
62.85.36.247	1762332841	Loreta	#666666	#999999	74
118.232.107.74	1762332841	Amcc	#4016E5	#111110	20
84.15.220.145	1762332841	Nikola	#6BB287	#11B252	22
62.85.36.247	1762332844	Loreta	#FF7F7F	#99FF7F	0
81.198.67.29	1762332845	Baiba	#FF7F7F	#99FF7F	75
85.255.31.248	1762332845	Jeg	#9B8ECC	#2800CC	59
139.28.41.48	1762332845	ksk67	#FF0000	#00FFFF	5
84.15.220.145	1762332845	Nikola	#F0F0E6	#FAFAF0	32
78.84.99.113	1762332847	Vlad	#F4FFCC	#CBFF00	50
62.85.36.247	1762332847	Loreta	#002FA7	#00005C	74
118.232.107.74	1762332847	Amcc	#D2B48C	#964B00	73
81.198.67.29	1762332847	Baiba	#C3B091	#BDB76B	91
85.255.31.248	1762332849	Jeg	#D2B48C	#964B00	64
62.85.36.247	1762332850	Loreta	#FFFDD0	#FFF8E7	72
209.206.7.41	1762332850	Kostiantyn	#FFBA00	#C0FF00	15
118.232.107.74	1762332850	Amcc	#33240F	#CC923D	19
78.84.99.113	1762332851	Vlad	#FFA07A	#FA8072	50
84.15.220.145	1762332851	Nikola	#FF7F50	#B7410E	31
81.198.67.29	1762332851	Baiba	#FFF8E7	#FFFDD0	92
85.255.31.248	1762332853	Jeg	#CC8214	#5B994C	66
118.232.107.74	1762332854	Amcc	#E59C2D	#7F5619	34
62.85.36.247	1762332854	Loreta	#14960A	#14960A	100
78.84.99.113	1762332854	Vlad	#494854	#ABF60D	0
79.117.246.252	1762332855	Bohdan	#964B00	#D2B48C	10
139.28.41.48	1762332855	ksk67	#111110	#4016E5	15
85.255.31.248	1762332856	Jeg	#7F5619	#E59C2D	64
118.232.107.74	1762332857	Amcc	#BDB76B	#C3B091	72
62.85.36.247	1762332857	Loreta	#FFF8E7	#FFFDD0	91
78.84.99.113	1762332857	Vlad	#CC8214	#5B994C	0
209.206.7.41	1762332858	Kostiantyn	#E5FFE5	#001900	5
62.85.36.247	1762332860	Loreta	#284166	#5B92E5	73
118.232.107.74	1762332860	Amcc	#FFA07A	#FA8072	85
85.255.31.248	1762332860	Jeg	#964600	#964600	100
78.84.99.113	1762332861	Vlad	#E5FFE5	#001900	0
79.117.246.252	1762332862	Bohdan	#B2A0AB	#B22379	10
118.232.107.74	1762332862	Amcc	#FFFFFF	#000000	0
81.198.67.29	1762332863	Baiba	#CC8214	#5B994C	86
62.85.36.247	1762332863	Loreta	#FFF8E7	#FFFDD0	91
139.28.41.48	1762332863	ksk67	#004C1E	#00FF66	25
85.255.31.248	1762332863	Jeg	#0F52BA	#000080	84
85.255.31.248	1762332864	Jeg	#4016E5	#111110	50
78.84.99.113	1762332864	Vlad	#FFFFFF	#000000	0
81.198.67.29	1762332866	Baiba	#1AF000	#0B09F2	53
62.85.36.247	1762332866	Loreta	#000000	#FFFFFF	0
62.85.36.247	1762332868	Loreta	#FA8072	#FFA07A	75
81.198.67.29	1762332868	Baiba	#B2B2B2	#4C4C4C	92
78.84.99.113	1762332870	Vlad	#964B00	#D2B48C	25
62.85.36.247	1762332871	Loreta	#FF00FF	#DF00FF	87
209.206.7.41	1762332872	Kostiantyn	#964600	#964600	95
85.255.31.248	1762332872	Jeg	#0B09F2	#1AF000	22
118.232.107.74	1762332874	Amcc	#FF7F7F	#99FF7F	17
81.198.67.29	1762332875	Baiba	#D2B48C	#964B00	81
79.117.246.252	1762332875	Bohdan	#828282	#787878	95
85.255.31.248	1762332876	Jeg	#002FA7	#00005C	84
62.85.36.247	1762332876	Loreta	#FFD700	#0057B7	11
81.198.67.29	1762332878	Baiba	#191919	#E5E5E5	15
79.117.246.252	1762332878	Bohdan	#E52D9C	#4C607F	0
118.232.107.74	1762332879	Amcc	#11B252	#6BB287	81
85.255.31.248	1762332879	Jeg	#C0FF00	#FFBA00	66
81.198.67.29	1762332879	Baiba	#07EB1D	#CB00D6	50
209.206.7.41	1762332880	Kostiantyn	#000080	#0F52BA	75
62.85.36.247	1762332880	Loreta	#00FFFF	#FF0000	0
78.84.99.113	1762332880	Vlad	#00FF66	#004C1E	75
85.255.31.248	1762332882	Jeg	#787878	#828282	100
118.232.107.74	1762332882	Amcc	#2D77E5	#E52D9C	10
81.198.67.29	1762332883	Baiba	#F0F0E6	#FAFAF0	96
78.84.99.113	1762332884	Vlad	#00FFFF	#FF0000	0
81.198.67.29	1762332884	Baiba	#E52D9C	#661445	50
209.206.7.41	1762332885	Kostiantyn	#0B09F2	#1AF000	0
62.85.36.247	1762332886	Loreta	#4904E4	#B98602	33
85.255.31.248	1762332886	Jeg	#661445	#E52D9C	90
78.84.99.113	1762332889	Vlad	#FFD700	#FFD700	100
62.85.36.247	1762332890	Loreta	#07EB1D	#CB00D6	27
81.198.67.29	1762332891	Baiba	#FF7F7F	#99FF7F	79
85.255.31.248	1762332891	Jeg	#0F52BA	#000080	83
139.28.41.48	1762332892	ksk67	#E59C2D	#7F5619	40
209.206.7.41	1762332892	Kostiantyn	#5B92E5	#284166	50
62.85.36.247	1762332894	Loreta	#E5FFE5	#001900	7
78.84.99.113	1762332895	Vlad	#284166	#5B92E5	75
81.198.67.29	1762332896	Baiba	#004C1E	#00FF66	82
78.84.99.113	1762332898	Vlad	#00FFFF	#FF0000	0
209.206.7.41	1762332898	Kostiantyn	#FAFAF0	#F0F0E6	85
81.198.67.29	1762332898	Baiba	#284166	#5B92E5	91
118.232.107.74	1762332899	Amcc	#FF7F7F	#99FF7F	17
139.28.41.48	1762332900	ksk67	#FFBA00	#C0FF00	5
62.85.36.247	1762332900	Loreta	#07EB1D	#CB00D6	22
118.232.107.74	1762332902	Amcc	#FFFDD0	#FFF8E7	84
78.84.99.113	1762332902	Vlad	#B98602	#4904E4	0
81.198.67.29	1762332902	Baiba	#CCCCCC	#333333	64
209.206.7.41	1762332903	Kostiantyn	#1AF000	#0B09F2	0
62.85.36.247	1762332905	Loreta	#666666	#999999	85
81.198.67.29	1762332905	Baiba	#00005C	#002FA7	90
81.198.67.29	1762332908	Baiba	#FFD700	#CC7722	73
62.85.36.247	1762332908	Loreta	#333333	#CCCCCC	14
85.255.31.248	1762332909	Jeg	#FFD700	#FFD700	96
85.255.31.248	1762332910	mik	#6BB287	#11B252	31
81.198.67.29	1762332910	Baiba	#002FA7	#00005C	93
81.198.67.29	1762332913	Baiba	#284166	#5B92E5	90
85.255.31.248	1762332913	mik	#E52D9C	#2D77E5	0
85.255.31.248	1762332913	Jeg	#000000	#FFFFFF	0
62.85.36.247	1762332914	Loreta	#964600	#964600	90
81.198.67.29	1762332915	Baiba	#FFBA00	#C0FF00	74
78.84.99.113	1762332915	Vlad	#787878	#828282	95
209.206.7.41	1762332917	Kostiantyn	#191919	#E5E5E5	10
31.134.127.121	1762332918	Yuri	#4C607F	#E52D9C	7
85.255.31.248	1762332918	Jeg	#4C607F	#E52D9C	33
81.198.67.29	1762332919	Baiba	#D8BFD8	#E6E6FA	94
62.85.36.247	1762332919	Loreta	#FFF8E7	#FFFDD0	87
85.255.31.248	1762332920	mik	#008ECC	#A3BFCC	3
78.84.99.113	1762332920	Vlad	#99FF99	#40E0D0	75
81.198.67.29	1762332920	Baiba	#191919	#E5E5E5	50
85.255.31.248	1762332921	Jeg	#CB00D6	#07EB1D	29
31.134.127.121	1762332922	Yuri	#33240F	#CC923D	24
81.198.67.29	1762332922	Baiba	#1AF000	#0B09F2	50
62.85.36.247	1762332922	Loreta	#14960A	#14960A	100
209.206.7.41	1762332925	Kostiantyn	#14960A	#14960A	100
139.28.41.48	1762332925	ksk67	#14960A	#14960A	95
62.85.36.247	1762332925	Loreta	#FFFDD0	#FFF8E7	87
81.198.67.29	1762332925	Baiba	#CCCCCC	#333333	92
85.255.31.248	1762332925	Jeg	#00FF66	#004C1E	72
31.134.127.121	1762332926	Yuri	#964600	#964600	100
81.198.67.29	1762332928	Baiba	#9B8ECC	#2800CC	74
85.255.31.248	1762332928	mik	#00005C	#002FA7	28
62.85.36.247	1762332928	Loreta	#FF7F7F	#99FF7F	0
209.206.7.41	1762332929	Kostiantyn	#7F5619	#E59C2D	65
81.198.67.29	1762332930	Baiba	#D2B48C	#964B00	75
85.255.31.248	1762332930	Jeg	#001900	#E5FFE5	31
31.134.127.121	1762332931	Yuri	#FF0000	#00FFFF	3
139.28.41.48	1762332931	ksk67	#FFD700	#FFD700	95
85.255.31.248	1762332931	mik	#CCCCCC	#333333	7
78.84.99.113	1762332931	Vlad	#DF73FF	#C41E3A	25
81.198.67.29	1762332933	Baiba	#FFFDD0	#FFF8E7	94
85.255.31.248	1762332934	mik	#FF7F7F	#99FF7F	0
31.134.127.121	1762332934	Yuri	#964B00	#D2B48C	39
81.198.67.29	1762332936	Baiba	#11B252	#6BB287	94
78.84.99.113	1762332936	Vlad	#E52D9C	#2D77E5	0
85.255.31.248	1762332937	mik	#CB00D6	#07EB1D	0
139.28.41.48	1762332938	ksk67	#B2B2B2	#4C4C4C	70
209.206.7.41	1762332939	Kostiantyn	#666666	#999999	85
31.134.127.121	1762332939	Yuri	#11B252	#6BB287	62
85.255.31.248	1762332941	mik	#0F52BA	#000080	33
81.198.67.29	1762332941	Baiba	#E6E6FA	#D8BFD8	93
81.198.67.29	1762332944	Baiba	#F5FFFA	#BDFCC9	90
